_ts|_flag|symbol|sector|exchange|country
0|+|AFL|Financial|NYSE|United States
0|+|AMIC|Financial|NasdaqCM|United States
0|+|AIZ|Financial|NYSE|United States
0|+|CNO|Financial|NYSE|United States
0|+|EIG|Financial|NYSE|United States
0|+|FAC|Financial|NYSE|United States
0|+|MIC.TO|Financial|Toronto|Canada
0|+|GLRE|Financial|NasdaqGS|Cayman Islands
0|+|LRE.L|Financial|LSE|United Kingdom
0|+|CMAB.DE|Financial|XETRA|Spain
0|+|NHF.AX|Financial|ASX|Australia
0|+|NBG6.DE|Financial|XETRA|Germany
0|+|PRA|Financial|NYSE|United States
0|+|PROTCT.OL|Financial|Oslo|Norway
0|+|RQIH.L|Financial|LSE|Bermuda
0|+|GTS|Financial|NYSE|United States
0|+|TRUP|Financial|NYSE|United States
0|+|UNM|Financial|NYSE|United States
0|+|ALALO.PA|Services|Paris|France
0|+|APM.DE|Services|XETRA|Germany
0|+|AAU.AX|Services|ASX|Australia
0|+|ALP.PA|Services|Paris|France
0|+|ALANT.PA|Services|Paris|Spain
0|+|BMG.V|Services|TSXV|Canada
0|+|1000.HK|Services|HKSE|China
0|+|CAI.MI|Services|Milan|Italy
0|+|CNET|Services|NasdaqCM|China
0|+|0100.HK|Services|HKSE|Hong Kong
0|+|8243.HK|Services|HKSE|China
0|+|DGT.MI|Services|Milan|Italy
0|+|DNAX|Services|Other OTC|United States
0|+|ALEMK.BR|Services|Brussels|Belgium
0|+|EGG.AX|Services|ASX|Australia
0|+|EQ.V|Services|TSXV|Canada
0|+|ESOFT.CO|Services|Copenhagen|Denmark
0|+|FBCD|Services|Other OTC|United States
0|+|VEND|Services|OTC BB|United States
0|+|HIM.PA|Services|Paris|France
0|+|HCO.PA|Services|Paris|France
0|+|HNT.L|Services|LSE|United Kingdom
0|+|IDI|Services|NYSE MKT|United States
0|+|DEC.PA|Services|Paris|France
0|+|SAA.L|Services|LSE|United Kingdom
0|+|EDI.PA|Services|Paris|France
0|+|MSHF|Services|Other OTC|United States
0|+|MDZ.L|Services|LSE|United Kingdom
0|+|TMMG.L|Services|LSE|United Kingdom
0|+|ALMNG.PA|Services|Paris|France
0|+|MM.TO|Services|Toronto|Canada
0|+|NCL.AX|Services|ASX|Singapore
0|+|NMED|Services|Other OTC|United States
0|+|NMED|Services|Other OTC|United States
0|+|NFC.L|Services|LSE|United Kingdom
0|+|OMC|Services|NYSE|United States
0|+|PSAT.PA|Services|Paris|France
0|+|PTCM.L|Services|LSE|United Kingdom
0|+|PUB.PA|Services|Paris|France
0|+|0205.HK|Services|HKSE|Hong Kong
0|+|RLOC|Services|NasdaqGS|United States
0|+|0550.HK|Services|HKSE|Hong Kong
0|+|0888.HK|Services|HKSE|Hong Kong
0|+|FUEL|Services|NasdaqGS|United States
0|+|RVUE|Services|Other OTC|United States
0|+|RVUE|Services|Other OTC|United States
0|+|0623.HK|Services|HKSE|China
0|+|SZMK|Services|NasdaqGS|United States
0|+|FUEL|Services|NasdaqGS|United States
0|+|SPN.V|Services|TSXV|United States
0|+|SCRI|Services|Other OTC|United States
0|+|SAL.L|Services|LSE|United Kingdom
0|+|SAX.DE|Services|XETRA|Germany
0|+|SGN.AX|Services|ASX|Australia
0|+|TRS.L|Services|LSE|Ireland
0|+|IPG|Services|NYSE|United States
0|+|TBM.MI|Services|Milan|Italy
0|+|VISN|Services|NasdaqGS|China
0|+|WPP.L|Services|LSE|United Kingdom
0|+|YUME|Services|NYSE|United States
0|+|ABGSHIP.BO|Industrial Goods|BSE|India
0|+|ABGSHIP.NS|Industrial Goods|NSE|India
0|+|AJRD|Industrial Goods|NYSE|United States
0|+|A04.SI|Industrial Goods|SES|Singapore
0|+|ASB.AX|Industrial Goods|ASX|Australia
0|+|AVP.TO|Industrial Goods|Toronto|Canada
0|+|0232.HK|Industrial Goods|HKSE|Hong Kong
0|+|AVG.L|Industrial Goods|LSE|United Kingdom
0|+|AVON.L|Industrial Goods|LSE|United Kingdom
0|+|BA.L|Industrial Goods|LSE|United Kingdom
0|+|BSP.DE|Industrial Goods|XETRA|United Kingdom
0|+|BEL.BO|Industrial Goods|BSE|India
0|+|BEL.NS|Industrial Goods|NSE|India
0|+|BA.MX|Industrial Goods|Mexico|United States
0|+|BCO.DE|Industrial Goods|XETRA|United States
0|+|BOE.L|Industrial Goods|LSE|United States
0|+|BOEI34F.SA|Industrial Goods|Sao Paolo|United States
0|+|BBD-A.TO|Industrial Goods|Toronto|Canada
0|+|BBD-B.TO|Industrial Goods|Toronto|Canada
0|+|BBD-PB.TO|Industrial Goods|Toronto|Canada
0|+|BBD-PC.TO|Industrial Goods|Toronto|Canada
0|+|BBDB.DE|Industrial Goods|XETRA|Canada
0|+|CAE.TO|Industrial Goods|Toronto|Canada
0|+|0031.HK|Industrial Goods|HKSE|Hong Kong
0|+|COB.L|Industrial Goods|LSE|United Kingdom
0|+|CHRT.L|Industrial Goods|LSE|United Kingdom
0|+|SX.PA|Industrial Goods|Paris|France
0|+|CSAX|Industrial Goods|OTC BB|United States
0|+|CTT.ST|Industrial Goods|Stockholm|Sweden
0|+|AM.PA|Industrial Goods|Paris|France
0|+|ALDR.PA|Industrial Goods|Paris|France
0|+|EOS.AX|Industrial Goods|ASX|Australia
0|+|EAC|Industrial Goods|NasdaqGM|United States
0|+|ALFIG.PA|Industrial Goods|Paris|France
0|+|FCT.MI|Industrial Goods|Milan|Italy
0|+|FTG.TO|Industrial Goods|Toronto|Canada
0|+|FLY.V|Industrial Goods|TSXV|Canada
0|+|GARWAMAR.BO|Industrial Goods|BSE|India
0|+|GECP.PA|Industrial Goods|Paris|France
0|+|GDBR34F.SA|Industrial Goods|Sao Paolo|United States
0|+|GR9.DE|Industrial Goods|XETRA|Canada
0|+|HYARD.OL|Industrial Goods|Oslo|Norway
0|+|HRX.TO|Industrial Goods|Toronto|Canada
0|+|HXL.PA|Industrial Goods|Paris|United States
0|+|HIGHENE.BO|Industrial Goods|BSE|India
0|+|KOG.OL|Industrial Goods|Oslo|Norway
0|+|LAT.PA|Industrial Goods|Paris|France
0|+|FII.PA|Industrial Goods|Paris|France
0|+|LMT.BA|Industrial Goods|Buenos Aires|United States
0|+|LMTB34F.SA|Industrial Goods|Sao Paolo|United States
0|+|LOM.DE|Industrial Goods|XETRA|United States
0|+|MAL.TO|Industrial Goods|Toronto|Canada
0|+|MJP.AX|Industrial Goods|ASX|New Zealand
0|+|MGGT.L|Industrial Goods|LSE|United Kingdom
0|+|MICT|Industrial Goods|NasdaqCM|United States
0|+|MLMNR.PA|Industrial Goods|Paris|France
0|+|MSI.L|Industrial Goods|LSE|United Kingdom
0|+|MTX.DE|Industrial Goods|XETRA|Germany
0|+|NOC|Industrial Goods|NYSE|United States
0|+|MLNOT.PA|Industrial Goods|Paris|France
0|+|OHB.DE|Industrial Goods|XETRA|Germany
0|+|G4F.SI|Industrial Goods|SES|Singapore
0|+|PSP.V|Industrial Goods|TSXV|Canada
0|+|AKPS.OL|Industrial Goods|Oslo|Norway
0|+|PTB.AX|Industrial Goods|ASX|Australia
0|+|QQ.L|Industrial Goods|LSE|United Kingdom
0|+|QHL.AX|Industrial Goods|ASX|Australia
0|+|RADA|Industrial Goods|NasdaqCM|Israel
0|+|RR.L|Industrial Goods|LSE|United Kingdom
0|+|ROV.CO|Industrial Goods|Copenhagen|Denmark
0|+|SAAB-B.ST|Industrial Goods|Stockholm|Sweden
0|+|SAB.BR|Industrial Goods|Brussels|Belgium
0|+|SAF.PA|Industrial Goods|Paris|France
0|+|SDZ.V|Industrial Goods|TSXV|United States
0|+|S51.SI|Industrial Goods|SES|Singapore
0|+|SNR.L|Industrial Goods|LSE|United Kingdom
0|+|SIKA.BO|Industrial Goods|BSE|India
0|+|S63.SI|Industrial Goods|SES|Singapore
0|+|SNA.V|Industrial Goods|TSXV|Canada
0|+|AERO.L|Industrial Goods|LSE|United Kingdom
0|+|SDSS|Industrial Goods|Other OTC|United States
0|+|TANAA.BO|Industrial Goods|BSE|India
0|+|TNFN.PA|Industrial Goods|Paris|France
0|+|TIK|Industrial Goods|NYSE MKT|United States
0|+|TXT.MX|Industrial Goods|Mexico|United States
0|+|TXT|Industrial Goods|NYSE|United States
0|+|HO.PA|Industrial Goods|Paris|France
0|+|HONV.PA|Industrial Goods|Paris|France
0|+|RC5.SI|Industrial Goods|SES|Singapore
0|+|ULE.L|Industrial Goods|LSE|United Kingdom
0|+|UTC1.DE|Industrial Goods|XETRA|United States
0|+|UTEC34F.SA|Industrial Goods|Sao Paolo|United States
0|+|UTX.MX|Industrial Goods|Mexico|United States
0|+|UTX.BA|Industrial Goods|Buenos Aires|United States
0|+|MS7.SI|Industrial Goods|SES|Norway
0|+|MLVER.PA|Industrial Goods|Paris|France
0|+|WESTE.BO|Industrial Goods|BSE|India
0|+|BS6.SI|Industrial Goods|SES|China
0|+|ZC.PA|Industrial Goods|Paris|France
0|+|AIR|Industrial Goods|NYSE|United States
0|+|ACFN|Industrial Goods|NasdaqCM|United States
0|+|AVAV|Industrial Goods|NasdaqGS|United States
0|+|AIRI|Industrial Goods|NYSE MKT|United States
0|+|ATRO|Industrial Goods|NasdaqGS|United States
0|+|ASTC|Industrial Goods|NasdaqCM|United States
0|+|BEA.V|Industrial Goods|TSXV|Canada
0|+|BEAV|Industrial Goods|NasdaqGS|United States
0|+|BUKS|Industrial Goods|Other OTC|United States
0|+|BWXT|Industrial Goods|NYSE|United States
0|+|CAE|Industrial Goods|NYSE|Canada
0|+|CVU|Industrial Goods|NYSE MKT|United States
0|+|CYIO|Industrial Goods|Other OTC|United States
0|+|DGI|Industrial Goods|NYSE|United States
0|+|DGI.TO|Industrial Goods|Toronto|Canada
0|+|DCO|Industrial Goods|NYSE|United States
0|+|ERJ|Industrial Goods|NYSE|Brazil
0|+|ESL|Industrial Goods|NYSE|United States
0|+|GD|Industrial Goods|NYSE|United States
0|+|GR.V|Industrial Goods|TSXV|Canada
0|+|HEI|Industrial Goods|NYSE|United States
0|+|HEI-A|Industrial Goods|NYSE|United States
0|+|HXL|Industrial Goods|NYSE|United States
0|+|HII|Industrial Goods|NYSE|United States
0|+|ISSC|Industrial Goods|NasdaqGS|United States
0|+|KAMN|Industrial Goods|NYSE|United States
0|+|KLXI|Industrial Goods|NasdaqGS|United States
0|+|LLL|Industrial Goods|NYSE|United States
0|+|LMIA|Industrial Goods|NasdaqGS|United States
0|+|LMT|Industrial Goods|NYSE|United States
0|+|MLER|Industrial Goods|Other OTC|United States
0|+|MOG-A|Industrial Goods|NYSE|United States
0|+|NPK|Industrial Goods|NYSE|United States
0|+|OKRG|Industrial Goods|Other OTC|United States
0|+|OA|Industrial Goods|NYSE|United States
0|+|PIVN|Industrial Goods|Other OTC|United States
0|+|RTN|Industrial Goods|NYSE|United States
0|+|COL|Industrial Goods|NYSE|United States
0|+|SWHC|Industrial Goods|NasdaqGS|United States
0|+|SPR|Industrial Goods|NYSE|United States
0|+|RGR|Industrial Goods|NYSE|United States
0|+|TASR|Industrial Goods|NasdaqGS|United States
0|+|TATT|Industrial Goods|NasdaqGM|Israel
0|+|TATT|Industrial Goods|NasdaqGM|Israel
0|+|BA|Industrial Goods|NYSE|United States
0|+|TPAC|Industrial Goods|Other OTC|United States
0|+|TDG|Industrial Goods|NYSE|United States
0|+|TGI|Industrial Goods|NYSE|United States
0|+|UTX|Industrial Goods|NYSE|United States
0|+|USAE|Industrial Goods|Other OTC|United States
0|+|WWD|Industrial Goods|NasdaqGS|United States
0|+|ABT.AX|Basic Materials|ASX|Australia
0|+|ADARSHPL.BO|Basic Materials|BSE|India
0|+|AFPO.L|Basic Materials|LSE|Channel Islands
0|+|AGRITECH.NS|Basic Materials|NSE|India
0|+|AGU.TO|Basic Materials|Toronto|Canada
0|+|AGU|Basic Materials|NYSE|Canada
0|+|AVD|Basic Materials|NYSE|United States
0|+|RKDA|Basic Materials|NasdaqGM|United States
0|+|ARIES.BO|Basic Materials|BSE|India
0|+|ARIES.NS|Basic Materials|NSE|India
0|+|BASANTGL.BO|Basic Materials|BSE|India
0|+|BAYERCROP.NS|Basic Materials|NSE|India
0|+|BHAGCHEM.BO|Basic Materials|BSE|India
0|+|BHARATRAS.NS|Basic Materials|NSE|India
0|+|CAMSONBIO.BO|Basic Materials|BSE|India
0|+|CVAT|Basic Materials|Other OTC|United States
0|+|0509.HK|Basic Materials|HKSE|Hong Kong
0|+|CERE|Basic Materials|NasdaqCM|United States
0|+|CF|Basic Materials|NYSE|United States
0|+|3983.HK|Basic Materials|HKSE|China
0|+|CGA|Basic Materials|NYSE|China
0|+|1866.HK|Basic Materials|HKSE|China
0|+|UAN|Basic Materials|NYSE|United States
0|+|DEEPAKFERT.BO|Basic Materials|BSE|India
0|+|DHANUKA.BO|Basic Materials|BSE|India
0|+|DD|Basic Materials|NYSE|United States
0|+|DD.BA|Basic Materials|Buenos Aires|United States
0|+|DD.MX|Basic Materials|Mexico|United States
0|+|DUPO34.SA|Basic Materials|Sao Paolo|United States
0|+|EDEN.L|Basic Materials|LSE|United Kingdom
0|+|EXCELCROP.NS|Basic Materials|NSE|India
0|+|FACT.NS|Basic Materials|NSE|India
0|+|0809.HK|Basic Materials|HKSE|Hong Kong
0|+|GOP.V|Basic Materials|TSXV|Canada
0|+|GRVO.PA|Basic Materials|Paris|France
0|+|0431.HK|Basic Materials|HKSE|Hong Kong
0|+|GROG|Basic Materials|OTC BB|United States
0|+|GNFC.BO|Basic Materials|BSE|India
0|+|GNFC.NS|Basic Materials|NSE|India
0|+|HFR.AX|Basic Materials|ASX|Spain
0|+|ICP.TO|Basic Materials|Toronto|Canada
0|+|ICP.TO|Basic Materials|Toronto|Canada
0|+|IPL.AX|Basic Materials|ASX|Australia
0|+|INSECTICI.NS|Basic Materials|NSE|India
0|+|INAG.BA|Basic Materials|Buenos Aires|Argentina
0|+|IPI|Basic Materials|NYSE|United States
0|+|ISG.MI|Basic Materials|Milan|Italy
0|+|ISGS.MI|Basic Materials|Milan|Italy
0|+|AKRN.L|Basic Materials|LSE|Russia
0|+|KRN.TO|Basic Materials|Toronto|Canada
0|+|KHAICHEM.BO|Basic Materials|BSE|India
0|+|KILPEST.BO|Basic Materials|BSE|India
0|+|KWBTD|Basic Materials|Other OTC|United States
0|+|MPAGI.BO|Basic Materials|BSE|India
0|+|MBII|Basic Materials|NasdaqGM|United States
0|+|MBC.TO|Basic Materials|Toronto|Canada
0|+|M30.SI|Basic Materials|SES|India
0|+|MEGH.BO|Basic Materials|BSE|India
0|+|MEGH.NS|Basic Materials|NSE|India
0|+|MGO.TO|Basic Materials|Toronto|Canada
0|+|MODIPON.BO|Basic Materials|BSE|India
0|+|MON.BA|Basic Materials|Buenos Aires|United States
0|+|MON.MX|Basic Materials|Mexico|United States
0|+|MON|Basic Materials|NYSE|United States
0|+|MONSANTO.BO|Basic Materials|BSE|India
0|+|MONSANTO.NS|Basic Materials|NSE|India
0|+|NAGAAGRI.BO|Basic Materials|BSE|India
0|+|NAGTECH.BO|Basic Materials|BSE|India
0|+|NATHBIOGEN.NS|Basic Materials|NSE|India
0|+|NFL.BO|Basic Materials|BSE|India
0|+|NFL.NS|Basic Materials|NSE|India
0|+|NOEC|Basic Materials|Other OTC|China
0|+|NUF.AX|Basic Materials|ASX|Australia
0|+|OCEAGRO.BO|Basic Materials|BSE|India
0|+|PHOR.L|Basic Materials|LSE|Russia
0|+|MLOLM.PA|Basic Materials|Paris|France
0|+|PHYTO.BO|Basic Materials|BSE|India
0|+|PIM.L|Basic Materials|LSE|United Kingdom
0|+|POT|Basic Materials|NYSE|Canada
0|+|POC.DE|Basic Materials|XETRA|Canada
0|+|POT.TO|Basic Materials|Toronto|Canada
0|+|POTN.MX|Basic Materials|Mexico|Canada
0|+|RALLIS.BO|Basic Materials|BSE|India
0|+|RALLIS.NS|Basic Materials|NSE|India
0|+|RAMAPHO.BO|Basic Materials|BSE|India
0|+|RCF.BO|Basic Materials|BSE|India
0|+|RCF.NS|Basic Materials|NSE|India
0|+|RTK|Basic Materials|NasdaqCM|United States
0|+|ENGB.BR|Basic Materials|Brussels|Belgium
0|+|SHARDACROP.NS|Basic Materials|NSE|India
0|+|0297.HK|Basic Materials|HKSE|Hong Kong
0|+|SOI.AX|Basic Materials|ASX|Australia
0|+|SPIC.NS|Basic Materials|NSE|India
0|+|ST.TO|Basic Materials|Toronto|Canada
0|+|SUCROSA.BO|Basic Materials|BSE|India
0|+|SVJ.DE|Basic Materials|XETRA|Switzerland
0|+|SYT|Basic Materials|NYSE|Switzerland
0|+|1722.TW|Basic Materials|Taiwan|Taiwan
0|+|TEEAI.BO|Basic Materials|BSE|India
0|+|TNH|Basic Materials|NYSE|United States
0|+|SPIR.AT|Basic Materials|Athens|Greece
0|+|MOSC34F.SA|Basic Materials|Sao Paolo|United States
0|+|MOS|Basic Materials|NYSE|United States
0|+|SMG|Basic Materials|NYSE|United States
0|+|TUTIALKA.BO|Basic Materials|BSE|India
0|+|TYR.L|Basic Materials|LSE|United States
0|+|TYRU.L|Basic Materials|LSE|United States
0|+|WPX.TO|Basic Materials|Toronto|Canada
0|+|WYN.L|Basic Materials|LSE|United Kingdom
0|+|YARFUT.OL|Basic Materials|Oslo|Norway
0|+|ZUARI.NS|Basic Materials|NSE|India
0|+|AIRT|Services|NasdaqCM|United States
0|+|ATSG|Services|NasdaqGS|United States
0|+|ALLCARGO.BO|Services|BSE|India
0|+|ALLCARGO.NS|Services|NSE|India
0|+|ARSHIYA.BO|Services|BSE|India
0|+|ARSHIYA.NS|Services|NSE|India
0|+|ALNG.OL|Services|Oslo|Norway
0|+|BALTE.BO|Services|BSE|India
0|+|BLUEDART.BO|Services|BSE|India
0|+|BLUEDART.NS|Services|NSE|India
0|+|BOLNV.PA|Services|Paris|France
0|+|BOL.PA|Services|Paris|France
0|+|0240.HK|Services|HKSE|Hong Kong
0|+|CHRW|Services|NasdaqGS|United States
0|+|CHR.AX|Services|ASX|Australia
0|+|8217.HK|Services|HKSE|China
0|+|2610.TW|Services|Taiwan|Taiwan
0|+|CNR|Services|NYSE MKT|Hong Kong
0|+|ALCLA.PA|Services|Paris|France
0|+|CONCOR.BO|Services|BSE|India
0|+|CONCOR.NS|Services|NSE|India
0|+|CORPOCO.BO|Services|BSE|India
0|+|CLX.AX|Services|ASX|Australia
0|+|DPW.DE|Services|XETRA|Germany
0|+|DPWA.DE|Services|XETRA|Germany
0|+|DSV.CO|Services|Copenhagen|Denmark
0|+|EURN.BR|Services|Brussels|Belgium
0|+|2618.TW|Services|Taiwan|Taiwan
0|+|EXPD|Services|NasdaqGS|United States
0|+|FDX.DE|Services|XETRA|United States
0|+|FDX.MX|Services|Mexico|United States
0|+|FDXB34F.SA|Services|Sao Paolo|United States
0|+|FDX|Services|NYSE|United States
0|+|FOODL.AT|Services|Athens|Greece
0|+|0885.HK|Services|HKSE|Hong Kong
0|+|FWRD|Services|NasdaqGS|United States
0|+|FRE.NZ|Services|NZSE|New Zealand
0|+|GDL.BO|Services|BSE|India
0|+|GDL.NS|Services|NSE|India
0|+|GATI.BO|Services|BSE|India
0|+|GATI.NS|Services|NSE|India
0|+|GLPR.L|Services|LSE|Cyprus
0|+|GPW.V|Services|TSXV|Canada
0|+|HUBG|Services|NasdaqGS|United States
0|+|NS8U.SI|Services|SES|Singapore
0|+|KSC.AX|Services|ASX|Australia
0|+|K11.SI|Services|SES|Singapore
0|+|KNIA.DE|Services|XETRA|Switzerland
0|+|0494.HK|Services|HKSE|Hong Kong
0|+|TGH.DE|Services|XETRA|Luxembourg
0|+|MFT.NZ|Services|NZSE|New Zealand
0|+|MLNK|Services|NasdaqGS|United States
0|+|MLL.DE|Services|XETRA|Germany
0|+|F86.SI|Services|SES|Singapore
0|+|NRINTER.BO|Services|BSE|India
0|+|NAVKARCORP.NS|Services|NSE|India
0|+|GND.PA|Services|Paris|France
0|+|NTS.OL|Services|Oslo|Norway
0|+|U6C.SI|Services|SES|Singapore
0|+|PATINTLOG.BO|Services|BSE|India
0|+|PATINTLOG.NS|Services|NSE|India
0|+|P01.SI|Services|SES|Singapore
0|+|QUB.AX|Services|ASX|Australia
0|+|RLGT|Services|NYSE MKT|United States
0|+|REI.BR|Services|Brussels|Belgium
0|+|RRTS|Services|NYSE|United States
0|+|RMG.L|Services|LSE|United Kingdom
0|+|SANCTRN.BO|Services|BSE|India
0|+|SICAL.BO|Services|BSE|India
0|+|SICAL.NS|Services|NSE|India
0|+|MLMAT.PA|Services|Paris|Ivory Coast
0|+|SINO|Services|NasdaqCM|United States
0|+|SIY.DE|Services|XETRA|Germany
0|+|0598.HK|Services|HKSE|China
0|+|SKYSS.BO|Services|BSE|India
0|+|SNOWMAN.NS|Services|NSE|India
0|+|TIDE.OL|Services|Oslo|Norway
0|+|2TN.DE|Services|XETRA|Netherlands
0|+|TCI.BO|Services|BSE|India
0|+|TCI.NS|Services|NSE|India
0|+|UKM.L|Services|LSE|United Kingdom
0|+|UPAB.DE|Services|XETRA|United States
0|+|UPSS34F.SA|Services|Sao Paolo|United States
0|+|UPS|Services|NYSE|United States
0|+|F01.SI|Services|SES|Singapore
0|+|WWASA.OL|Services|Oslo|Norway
0|+|WWI.OL|Services|Oslo|Norway
0|+|WWIB.OL|Services|Oslo|Norway
0|+|WILS.OL|Services|Oslo|Norway
0|+|WIN.L|Services|LSE|United Kingdom
0|+|XPO|Services|NYSE|United States
0|+|AER|Services|NYSE|Ireland
0|+|AIRM|Services|NasdaqGS|United States
0|+|AIR.NZ|Services|NZSE|New Zealand
0|+|AAWW|Services|NasdaqGS|United States
0|+|AIA.AX|Services|ASX|New Zealand
0|+|AIA.NZ|Services|NZSE|New Zealand
0|+|AAIR|Services|Other OTC|United States
0|+|AVAP.L|Services|LSE|Singapore
0|+|ADP.PA|Services|Paris|France
0|+|BBA.L|Services|LSE|United Kingdom
0|+|0694.HK|Services|HKSE|China
0|+|BICB|Services|Other OTC|United States
0|+|CJT.TO|Services|Toronto|Canada
0|+|0308.HK|Services|HKSE|Hong Kong
0|+|MLAAE.PA|Services|Paris|France
0|+|KBHL.CO|Services|Copenhagen|Denmark
0|+|0032.HK|Services|HKSE|Hong Kong
0|+|ERA|Services|NYSE|United States
0|+|FJET.L|Services|LSE|United Kingdom
0|+|OMAB.MX|Services|Mexico|Mexico
0|+|ASURB.MX|Services|Mexico|Mexico
0|+|GAPB.MX|Services|Mexico|Mexico
0|+|PAC|Services|NYSE|Mexico
0|+|ASR|Services|NYSE|Mexico
0|+|3399.HK|Services|HKSE|China
0|+|0357.HK|Services|HKSE|China
0|+|HJI.V|Services|TSXV|Canada
0|+|0044.HK|Services|HKSE|Hong Kong
0|+|JAGSONAI.BO|Services|BSE|India
0|+|MIC|Services|NYSE|United States
0|+|NASFUT.OL|Services|Oslo|Norway
0|+|PJT.V|Services|TSXV|Canada
0|+|PHII|Services|NasdaqGS|United States
0|+|SKAS|Services|Other OTC|United States
0|+|SAS-NOK.OL|Services|Oslo|Sweden
0|+|SAS.ST|Services|Stockholm|Sweden
0|+|S58.SI|Services|SES|Singapore
0|+|SAVE.MI|Services|Milan|Italy
0|+|S59.SI|Services|SES|Singapore
0|+|C6U.SI|Services|SES|Singapore
0|+|8348.HK|Services|HKSE|China
0|+|AA.BA|Basic Materials|Buenos Aires|United States
0|+|AA.MX|Basic Materials|Mexico|United States
0|+|AAI.AX|Basic Materials|ASX|United States
0|+|ALU.DE|Basic Materials|XETRA|United States
0|+|AA|Basic Materials|NYSE|United States
0|+|ALUA.BA|Basic Materials|Buenos Aires|Argentina
0|+|ALMY.AT|Basic Materials|Athens|Greece
0|+|AWC.AX|Basic Materials|ASX|Australia
0|+|ACHN.MX|Basic Materials|Mexico|China
0|+|2600.HK|Basic Materials|HKSE|China
0|+|ACH|Basic Materials|NYSE|China
0|+|ABX.AX|Basic Materials|ASX|Australia
0|+|BAU.AX|Basic Materials|ASX|Australia
0|+|BHRKALM.BO|Basic Materials|BSE|India
0|+|CAA.AX|Basic Materials|ASX|Australia
0|+|CENX|Basic Materials|NasdaqGS|United States
0|+|CENTEXT.NS|Basic Materials|NSE|India
0|+|C92.SI|Basic Materials|SES|Singapore
0|+|1333.HK|Basic Materials|HKSE|China
0|+|2302.HK|Basic Materials|HKSE|Hong Kong
0|+|GALADA.BO|Basic Materials|BSE|India
0|+|ALUMECO.BO|Basic Materials|BSE|India
0|+|GUJFOIL.BO|Basic Materials|BSE|India
0|+|HINDALUMI.BO|Basic Materials|BSE|India
0|+|HINDALCO.BO|Basic Materials|BSE|India
0|+|HINDALCO.NS|Basic Materials|NSE|India
0|+|KALU|Basic Materials|NasdaqGS|United States
0|+|C4P.SI|Basic Materials|SES|Singapore
0|+|MHM.AX|Basic Materials|ASX|Australia
0|+|1021.HK|Basic Materials|HKSE|Singapore
0|+|5EN.SI|Basic Materials|SES|Singapore
0|+|NATIONALUM.NS|Basic Materials|NSE|India
0|+|NIRAVCOM.BO|Basic Materials|BSE|India
0|+|NHY.L|Basic Materials|LSE|Norway
0|+|NHYFUT.OL|Basic Materials|Oslo|Norway
0|+|NOH1.DE|Basic Materials|XETRA|Norway
0|+|1220.HK|Basic Materials|HKSE|Hong Kong
0|+|ORT.TO|Basic Materials|Toronto|Canada
0|+|PGFOILQ.BO|Basic Materials|BSE|India
0|+|RRP.AX|Basic Materials|ASX|Australia
0|+|SACHEMT.BO|Basic Materials|BSE|India
0|+|STURDY.BO|Basic Materials|BSE|India
0|+|SUDAI.BO|Basic Materials|BSE|India
0|+|SYNTHFO.BO|Basic Materials|BSE|India
0|+|2358.TW|Basic Materials|Taiwan|Taiwan
0|+|RUSAL.PA|Basic Materials|Paris|Russia
0|+|0486.HK|Basic Materials|HKSE|Russia
0|+|ANF|Services|NYSE|United States
0|+|ADD.DE|Services|XETRA|Germany
0|+|AEO|Services|NYSE|United States
0|+|0789.HK|Services|HKSE|Hong Kong
0|+|ASNA|Services|NasdaqGS|United States
0|+|BEBE|Services|NasdaqGS|United States
0|+|WNR.AX|Services|ASX|Australia
0|+|BODY|Services|Other OTC|United States
0|+|BON.L|Services|LSE|United Kingdom
0|+|BOOT|Services|NYSE|United States
0|+|CACH|Services|Other OTC|United States
0|+|1417.TW|Services|Taiwan|Taiwan
0|+|CHKE|Services|NasdaqGS|United States
0|+|CHS|Services|NYSE|United States
0|+|8272.HK|Services|HKSE|Hong Kong
0|+|CBK|Services|NYSE|United States
0|+|CTRN|Services|NasdaqGS|United States
0|+|DL.TO|Services|Toronto|Canada
0|+|DEST|Services|NasdaqGS|United States
0|+|DXLG|Services|NasdaqGS|United States
0|+|DSW|Services|NYSE|United States
0|+|0128.HK|Services|HKSE|Hong Kong
0|+|0330.HK|Services|HKSE|Germany
0|+|TAM.PA|Services|Paris|France
0|+|0238.HK|Services|HKSE|China
0|+|MLEVE.PA|Services|Paris|France
0|+|EXPR|Services|NYSE|United States
0|+|F10.SI|Services|SES|Singapore
0|+|FRAN|Services|NasdaqGS|United States
0|+|FLFL.NS|Services|NSE|India
0|+|GPS.MX|Services|Mexico|United States
0|+|GPSI34.SA|Services|Sao Paolo|United States
0|+|GCO|Services|NYSE|United States
0|+|0709.HK|Services|HKSE|Hong Kong
0|+|0533.HK|Services|HKSE|Hong Kong
0|+|GMAN|Services|NasdaqGS|United States
0|+|GES|Services|NYSE|United States
0|+|HLG.NZ|Services|NZSE|New Zealand
0|+|0999.HK|Services|HKSE|Hong Kong
0|+|IXD1.DE|Services|XETRA|Spain
0|+|IIG.MI|Services|Milan|Italy
0|+|0647.HK|Services|HKSE|Hong Kong
0|+|KMD.AX|Services|ASX|New Zealand
0|+|KID.OL|Services|Oslo|Norway
0|+|LBRN34F.SA|Services|Sao Paolo|United States
