_ts|_flag|symbol|sector|exchange|country
0|+|IQI|Financial|NYSE|United States
0|+|VVR|Financial|NYSE|United States
0|+|VGM|Financial|NYSE|United States
0|+|VTN|Financial|NYSE|United States
0|+|IIM|Financial|NYSE|United States
0|+|JHS|Financial|NYSE|United States
0|+|JHI|Financial|NYSE|United States
0|+|HPF|Financial|NYSE|United States
0|+|HPI|Financial|NYSE|United States
0|+|HPS|Financial|NYSE|United States
0|+|PDT|Financial|NYSE|United States
0|+|HTD|Financial|NYSE|United States
0|+|ESD|Financial|NYSE|United States
0|+|MHF|Financial|NYSE|United States
0|+|TLI|Financial|NYSE|United States
0|+|MZF|Financial|NYSE|United States
0|+|HYF|Financial|NYSE|United States
0|+|MCR|Financial|NYSE|United States
0|+|MGF|Financial|NYSE|United States
0|+|CXE|Financial|NYSE|United States
0|+|CMU|Financial|NYSE|United States
0|+|CIF|Financial|NYSE|United States
0|+|MIN|Financial|NYSE|United States
0|+|CXH|Financial|NYSE|United States
0|+|MMT|Financial|NYSE|United States
0|+|MFM|Financial|NYSE|United States
0|+|MFV|Financial|NYSE|United States
0|+|MSD|Financial|NYSE|United States
0|+|ICB|Financial|NYSE|United States
0|+|NAC|Financial|NYSE|United States
0|+|NCA|Financial|NYSE|United States
0|+|NXC|Financial|NYSE|United States
0|+|NTC|Financial|NYSE|United States
0|+|JQC|Financial|NYSE|United States
0|+|JRO|Financial|NYSE|United States
0|+|NQM|Financial|NYSE|United States
0|+|NMY|Financial|NYSE|United States
0|+|NMT|Financial|NYSE|United States
0|+|NMI|Financial|NYSE|United States
0|+|NMO|Financial|NYSE|United States
0|+|NUV|Financial|NYSE|United States
0|+|NAN|Financial|NYSE|United States
0|+|NNY|Financial|NYSE|United States
0|+|NXN|Financial|NYSE|United States
0|+|NQP|Financial|NYSE|United States
0|+|NPN|Financial|NYSE MKT|United States
0|+|NPP|Financial|NYSE|United States
0|+|JPC|Financial|NYSE|United States
0|+|NPF|Financial|NYSE|United States
0|+|NPI|Financial|NYSE|United States
0|+|NPM|Financial|NYSE|United States
0|+|JPS|Financial|NYSE|United States
0|+|NIM|Financial|NYSE|United States
0|+|NQS|Financial|NYSE|United States
0|+|NXP|Financial|NYSE|United States
0|+|NXQ|Financial|NYSE|United States
0|+|NXR|Financial|NYSE|United States
0|+|NSL|Financial|NYSE|United States
0|+|JFR|Financial|NYSE|United States
0|+|NTX|Financial|NYSE|United States
0|+|PCM|Financial|NYSE|United States
0|+|PCK|Financial|NYSEArca|United States
0|+|PCQ|Financial|NYSE|United States
0|+|PZC|Financial|NYSE|United States
0|+|PTY|Financial|NYSE|United States
0|+|PCN|Financial|NYSE|United States
0|+|PHK|Financial|NYSE|United States
0|+|PFL|Financial|NYSE|United States
0|+|PFN|Financial|NYSE|United States
0|+|PMF|Financial|NYSE|United States
0|+|PML|Financial|NYSE|United States
0|+|PMX|Financial|NYSE|United States
0|+|PNF|Financial|NYSE|United States
0|+|PNI|Financial|NYSE|United States
0|+|PYN|Financial|NYSE|United States
0|+|RCS|Financial|NYSE|United States
0|+|PHD|Financial|NYSE|United States
0|+|PHT|Financial|NYSE|United States
0|+|MAV|Financial|NYSE|United States
0|+|MHI|Financial|NYSE|United States
0|+|MHI.V|Financial|TSXV|Canada
0|+|PCF|Financial|NYSE|United States
0|+|PMM|Financial|NYSE|United States
0|+|PIM|Financial|NYSE|United States
0|+|PMO|Financial|NYSE|United States
0|+|PPT|Financial|NYSE|United States
0|+|SGM|Financial|NYSE|United States
0|+|TCPC|Financial|NasdaqGS|United States
0|+|TSI|Financial|NYSE|United States
0|+|TEI|Financial|NYSE|United States
0|+|GIM|Financial|NYSE|United States
0|+|HYB|Financial|NYSE|United States
0|+|TICC|Financial|NasdaqGS|United States
0|+|EMD|Financial|NYSE|United States
0|+|EHI|Financial|NYSE|United States
0|+|GDF|Financial|NYSE|United States
0|+|HIX|Financial|NYSE|United States
0|+|HIO|Financial|NYSE|United States
0|+|PAI|Financial|NYSE|United States
0|+|MHY|Financial|NYSE|United States
0|+|MMU|Financial|NYSE|United States
0|+|MNP|Financial|NYSE|United States
0|+|WEA|Financial|NYSE|United States
0|+|GFY|Financial|NYSE|United States
0|+|SBW|Financial|NYSE|United States
0|+|WIA|Financial|NYSE|United States
0|+|WIW|Financial|NYSE|United States
0|+|NFJ|Financial|NYSE|United States
0|+|BGR|Financial|NYSE|United States
0|+|CII|Financial|NYSE|United States
0|+|BDJ|Financial|NYSE|United States
0|+|BME|Financial|NYSE|United States
0|+|BIF|Financial|NYSE|United States
0|+|CHW|Financial|NasdaqGS|United States
0|+|CGO|Financial|NasdaqGS|United States
0|+|CPTA|Financial|NasdaqGS|United States
0|+|UTF|Financial|NYSE|United States
0|+|RQI|Financial|NYSE|United States
0|+|RFI|Financial|NYSE|United States
0|+|CYB.TO|Financial|Toronto|Canada
0|+|DDF|Financial|NYSE|United States
0|+|DNI|Financial|NYSE|United States
0|+|DNP|Financial|NYSE|United States
0|+|EOI|Financial|NYSE|United States
0|+|EOS|Financial|NYSE|United States
0|+|EVT|Financial|NYSE|United States
0|+|ETG|Financial|NYSE|United States
0|+|ETO|Financial|NYSE|United States
0|+|ETB|Financial|NYSE|United States
0|+|ETV|Financial|NYSE|United States
0|+|ETY|Financial|NYSE|United States
0|+|FMO|Financial|NYSE|United States
0|+|FFA|Financial|NYSE|United States
0|+|FEO|Financial|NYSE|United States
0|+|FULL|Financial|NasdaqGM|United States
0|+|GCV|Financial|NYSE|United States
0|+|GDV|Financial|NYSE|United States
0|+|GAB|Financial|NYSE|United States
0|+|GGT|Financial|NYSE|United States
0|+|GUT|Financial|NYSE|United States
0|+|GAM|Financial|NYSE|United States
0|+|GSVC|Financial|NasdaqCM|United States
0|+|GPM|Financial|NYSE|United States
0|+|GPM.V|Financial|TSXV|Canada
0|+|GGE|Financial|NYSE|United States
0|+|HQH|Financial|NYSE|United States
0|+|HQL|Financial|NYSE|United States
0|+|SOXX|Financial|NasdaqGM|United States
0|+|BTO|Financial|NYSE|United States
0|+|KYE|Financial|NYSE|United States
0|+|KYN|Financial|NYSE|United States
0|+|USA|Financial|NYSE|United States
0|+|ASG|Financial|NYSE|United States
0|+|SCD|Financial|NYSE|United States
0|+|RIT|Financial|NYSE|United States
0|+|MFD|Financial|NYSE|United States
0|+|MCN|Financial|NYSE|United States
0|+|MSP|Financial|NYSE|United States
0|+|MCC|Financial|NYSE|United States
0|+|MCC.V|Financial|TSXV|Canada
0|+|JDD|Financial|NYSE|United States
0|+|NOM|Financial|NYSE MKT|United States
0|+|JTA|Financial|NYSE|United States
0|+|JTD|Financial|NYSE|United States
0|+|PEO|Financial|NYSE|United States
0|+|QQQ|Financial|NasdaqGM|United States
0|+|UTG|Financial|NYSE MKT|United States
0|+|RIF|Financial|NYSE MKT|United States
0|+|FUND|Financial|NasdaqGS|Canada
0|+|RMT|Financial|NYSE|United States
0|+|RVT|Financial|NYSE|United States
0|+|SOR|Financial|NYSE|United States
0|+|SPY.V|Financial|TSXV|Canada
0|+|SPE|Financial|NYSE|United States
0|+|ADX|Financial|NYSE|United States
0|+|GLU|Financial|NYSE MKT|United States
0|+|CUBA|Financial|NasdaqCM|United States
0|+|TYG|Financial|NYSE|United States
0|+|TY|Financial|NYSE|United States
0|+|DCA|Financial|NYSE|United States
0|+|ZF|Financial|NYSE|United States
0|+|ZTR|Financial|NYSE|United States
0|+|GCH|Financial|NYSE|Singapore
0|+|JEQ|Financial|NYSE|Singapore
0|+|SGF|Financial|NYSE|Singapore
0|+|AGD|Financial|NYSE|United States
0|+|AWP|Financial|NYSE|United States
0|+|AOD|Financial|NYSE|United States
0|+|BOE|Financial|NYSE|United States
0|+|BGY|Financial|NYSE|United States
0|+|IGR|Financial|NYSE|United States
0|+|E.TO|Financial|Toronto|Canada
0|+|ETW|Financial|NYSE|United States
0|+|IGA|Financial|NYSE|United States
0|+|IGD|Financial|NYSE|United States
0|+|FXI|Financial|NYSEArca|United States
0|+|EWH|Financial|NYSEArca|United States
0|+|JOF|Financial|NYSE|Japan
0|+|JFC|Financial|NYSE|Hong Kong
0|+|KEF|Financial|NYSE|Japan
0|+|LDF|Financial|NYSE|United States
0|+|LGI|Financial|NYSE|United States
0|+|LOR|Financial|NYSE|United States
0|+|MGU|Financial|NYSE|United States
0|+|MAY.TO|Financial|Toronto|Canada
0|+|APF|Financial|NYSE|United States
0|+|MSF|Financial|NYSE|United States
0|+|IIF|Financial|NYSE|United States
0|+|GF|Financial|NYSE|Germany
0|+|PGP|Financial|NYSE|United States
0|+|TDF|Financial|NYSE|Singapore
0|+|EMF|Financial|NYSE|Singapore
0|+|APB|Financial|NYSE|Hong Kong
0|+|CEE|Financial|NYSE|Germany
0|+|CHN|Financial|NYSE|United States
0|+|EEA|Financial|NYSE|Germany
0|+|KF|Financial|NYSE|United States
0|+|MXF|Financial|NYSE|Mexico
0|+|IRL|Financial|NYSE|United States
0|+|SWZ|Financial|NYSE|United States
0|+|TWN|Financial|NYSE|Hong Kong
0|+|TTF|Financial|NYSE|United States
0|+|TKF|Financial|NYSE|United States
0|+|ATEN|Technology|NYSE|United States
0|+|2018.HK|Technology|HKSE|China
0|+|2444.TW|Technology|Taiwan|Taiwan
0|+|2345.TW|Technology|Taiwan|Taiwan
0|+|A31.SI|Technology|SES|Singapore
0|+|ADTN|Technology|NasdaqGS|United States
0|+|ADV.DE|Technology|XETRA|Germany
0|+|HIVE|Technology|NYSE|United States
0|+|AGCNET.NS|Technology|NSE|India
0|+|ATCH|Technology|Other OTC|United States
0|+|AKTS|Technology|OTC BB|United States
0|+|AKSHOPTFBR.BO|Technology|BSE|India
0|+|ALU.PA|Technology|Paris|France
0|+|CGE.DE|Technology|XETRA|France
0|+|CGEA.DE|Technology|XETRA|France
0|+|ALU.MI|Technology|Milan|France
0|+|ALLT|Technology|NasdaqGS|Israel
0|+|3209.TW|Technology|Taiwan|Taiwan
0|+|3380.TW|Technology|Taiwan|Taiwan
0|+|AMBTQ|Technology|Other OTC|United States
0|+|AMO.L|Technology|LSE|United Kingdom
0|+|AMPG|Technology|Other OTC|United States
0|+|ANDR|Technology|Other OTC|United States
0|+|3596.TW|Technology|Taiwan|Taiwan
0|+|8101.TW|Technology|Taiwan|Taiwan
0|+|ARRS|Technology|NasdaqGS|United States
0|+|ATEME.PA|Technology|Paris|France
0|+|AUDC|Technology|NasdaqGS|Israel
0|+|AVANTEL.BO|Technology|BSE|India
0|+|AVT.PA|Technology|Paris|France
0|+|AVNW|Technology|NasdaqGS|United States
0|+|AVO.TO|Technology|Toronto|Canada
0|+|AXX.TO|Technology|Toronto|Canada
0|+|BOSC|Technology|NasdaqCM|Israel
0|+|CUDA|Technology|NYSE|United States
0|+|BVC.L|Technology|LSE|Israel
0|+|BYL.TO|Technology|Toronto|Canada
0|+|BIRLAERIC.NS|Technology|NSE|India
0|+|BB.TO|Technology|Toronto|Canada
0|+|BBRY.BA|Technology|Buenos Aires|Canada
0|+|BLN.V|Technology|TSXV|Canada
0|+|BDR|Technology|NYSE MKT|United States
0|+|BRE2.ST|Technology|Stockholm|Sweden
0|+|0285.HK|Technology|HKSE|China
0|+|CMI.V|Technology|TSXV|Canada
0|+|CALX|Technology|NYSE|United States
0|+|6142.TW|Technology|Taiwan|Taiwan
0|+|0261.HK|Technology|HKSE|Hong Kong
0|+|1155.HK|Technology|HKSE|Hong Kong
0|+|CRNT|Technology|NasdaqGS|Israel
0|+|0633.HK|Technology|HKSE|Hong Kong
0|+|8089.HK|Technology|HKSE|Hong Kong
0|+|8171.HK|Technology|HKSE|Hong Kong
0|+|2369.HK|Technology|HKSE|China
0|+|CIEN|Technology|NYSE|United States
0|+|4333.HK|Technology|HKSE|United States
0|+|CIS.DE|Technology|XETRA|United States
0|+|CSCO.BA|Technology|Buenos Aires|United States
0|+|CSCO.MX|Technology|Mexico|United States
0|+|CSCO34F.SA|Technology|Sao Paolo|United States
0|+|CFHL.L|Technology|LSE|United Kingdom
0|+|CLFD|Technology|NasdaqGM|United States
0|+|CLRO|Technology|NasdaqCM|United States
0|+|CDA.AX|Technology|ASX|Australia
0|+|CDV.TO|Technology|Toronto|Canada
0|+|CMRO|Technology|Other OTC|United States
0|+|MFON|Technology|Other OTC|United States
0|+|COMM|Technology|NasdaqGS|United States
0|+|JCS|Technology|NasdaqGM|United States
0|+|CMTL|Technology|NasdaqGS|United States
0|+|3550.TW|Technology|Taiwan|Taiwan
0|+|CWRL|Technology|Other OTC|United States
0|+|3062.TW|Technology|Taiwan|Taiwan
0|+|2332.TW|Technology|Taiwan|Taiwan
0|+|DIAH.ST|Technology|Stockholm|Sweden
0|+|DGDM|Technology|OTC BB|United States
0|+|DORO.ST|Technology|Stockholm|Sweden
0|+|DWI.TO|Technology|Toronto|Canada
0|+|DRWI|Technology|NasdaqCM|Canada
0|+|6216.TW|Technology|Taiwan|Taiwan
0|+|0500.HK|Technology|HKSE|Hong Kong
0|+|SATS|Technology|NasdaqGS|United States
0|+|YFI.V|Technology|TSXV|Canada
0|+|3047.TW|Technology|Taiwan|Taiwan
0|+|ELST|Technology|Other OTC|United States
0|+|ENA.V|Technology|TSXV|Canada
0|+|PCH.AX|Technology|ASX|Australia
0|+|ETL.PA|Technology|Paris|France
0|+|5484.TW|Technology|Taiwan|Taiwan
0|+|ET.TO|Technology|Toronto|Canada
0|+|EVS.BR|Technology|Brussels|Belgium
0|+|EXF.TO|Technology|Toronto|Canada
0|+|EZENQ|Technology|Other OTC|United States
0|+|F2Y.DE|Technology|XETRA|Germany
0|+|FTC.L|Technology|LSE|United Kingdom
0|+|2038.HK|Technology|HKSE|China
0|+|FKWL|Technology|Other OTC|United States
0|+|FEIM|Technology|NasdaqGM|United States
0|+|CEA.DE|Technology|XETRA|Germany
0|+|GRCABLE.BO|Technology|BSE|India
0|+|G8C.AX|Technology|ASX|Australia
0|+|GEMINI.NS|Technology|NSE|India
0|+|4906.TW|Technology|Taiwan|Taiwan
0|+|GILT|Technology|NasdaqGS|Israel
0|+|GINV.L|Technology|LSE|Singapore
0|+|QS9.SI|Technology|SES|Singapore
0|+|8003.HK|Technology|HKSE|Hong Kong
0|+|GTLINFRA.BO|Technology|BSE|India
0|+|GTLINFRA.NS|Technology|NSE|India
0|+|GTXO|Technology|Other OTC|United States
0|+|HLIT|Technology|NasdaqGS|United States
0|+|HRS|Technology|NYSE|United States
0|+|I85.SI|Technology|SES|Singapore
0|+|1085.HK|Technology|HKSE|Singapore
0|+|HF.PA|Technology|Paris|France
0|+|HFCL.BO|Technology|BSE|India
0|+|HFCL.NS|Technology|NSE|India
0|+|2419.TW|Technology|Taiwan|Taiwan
0|+|1087.HK|Technology|HKSE|China
0|+|HMS.ST|Technology|Stockholm|Sweden
0|+|2498.TW|Technology|Taiwan|Taiwan
0|+|IDSY|Technology|NasdaqGM|United States
0|+|IIJI|Technology|NasdaqGS|Japan
0|+|INTRK.AT|Technology|Athens|Greece
0|+|IVSO.ST|Technology|Stockholm|Sweden
0|+|ITI|Technology|NasdaqCM|United States
0|+|ITI.BO|Technology|BSE|India
0|+|ITI.NS|Technology|NSE|India
0|+|VIAV|Technology|NasdaqGS|United States
0|+|KALINDEE.NS|Technology|NSE|India
0|+|KN|Technology|NYSE|United States
0|+|KVHI|Technology|NasdaqGS|United States
0|+|LRD.L|Technology|LSE|United Kingdom
0|+|ERICN.MX|Technology|Mexico|Sweden
0|+|ERCA.DE|Technology|XETRA|Sweden
0|+|ERCB.DE|Technology|XETRA|Sweden
0|+|ERCG.DE|Technology|XETRA|Sweden
0|+|ERIC-A.ST|Technology|Stockholm|Sweden
0|+|ERIC-B.ST|Technology|Stockholm|Sweden
0|+|LBAS|Technology|Other OTC|United States
0|+|L28.SI|Technology|SES|China
0|+|3025.TW|Technology|Taiwan|Taiwan
0|+|LORL|Technology|NasdaqGS|United States
0|+|MAI.L|Technology|LSE|United Kingdom
0|+|2314.TW|Technology|Taiwan|Taiwan
0|+|MNW.TO|Technology|Toronto|Canada
0|+|MITL|Technology|NasdaqGS|Canada
0|+|MBQ.DE|Technology|XETRA|Germany
0|+|MSI|Technology|NYSE|United States
0|+|MRO-TEK.NS|Technology|NSE|India
0|+|MWE.L|Technology|LSE|Israel
0|+|MUNOTHI.BO|Technology|BSE|India
0|+|NAPA.OL|Technology|Oslo|Denmark
0|+|NELCO.BO|Technology|BSE|India
0|+|NELCO.NS|Technology|NSE|India
0|+|N01.SI|Technology|SES|Singapore
0|+|NETI-B.ST|Technology|Stockholm|Sweden
0|+|NTC.AX|Technology|ASX|Australia
0|+|NTGR|Technology|NasdaqGS|United States
0|+|NTG.PA|Technology|Paris|France
0|+|NTIP|Technology|NYSE MKT|United States
0|+|NWBD|Technology|Other OTC|United States
0|+|B07.SI|Technology|SES|Singapore
0|+|NOK|Technology|NYSE|Finland
0|+|NOA3.DE|Technology|XETRA|Finland
0|+|NOAA.DE|Technology|XETRA|Finland
0|+|NOKN.MX|Technology|Mexico|Finland
0|+|NOLA-B.ST|Technology|Stockholm|Sweden
0|+|NII.TO|Technology|Toronto|Canada
0|+|NVI.V|Technology|TSXV|Canada
0|+|NUH.AX|Technology|ASX|Australia
0|+|NMRX|Technology|NasdaqGS|United States
0|+|0877.HK|Technology|HKSE|China
0|+|OCC|Technology|NasdaqGM|United States
0|+|OPTI.BR|Technology|Brussels|Belgium
0|+|PARRO.PA|Technology|Paris|France
0|+|PTSC|Technology|Other OTC|United States
0|+|PNTR|Technology|NasdaqCM|Israel
0|+|PLCM|Technology|NasdaqGS|United States
0|+|PSID|Technology|Other OTC|United States
0|+|PRECISIO.BO|Technology|BSE|India
0|+|6152.TW|Technology|Taiwan|Taiwan
0|+|PRY.MI|Technology|Milan|Italy
0|+|PUNJCOMMU.BO|Technology|BSE|India
0|+|QCI.DE|Technology|XETRA|United States
0|+|QCOM.BA|Technology|Buenos Aires|United States
0|+|QCOM.MX|Technology|Mexico|United States
0|+|QCOM|Technology|NasdaqGS|United States
0|+|RDL.TO|Technology|Toronto|Canada
0|+|RWC|Technology|NYSE MKT|United States
0|+|RITT|Technology|NasdaqCM|Israel
0|+|RTX.CO|Technology|Copenhagen|Denmark
0|+|0482.HK|Technology|HKSE|Hong Kong
0|+|910482.TW|Technology|Taiwan|Hong Kong
0|+|SVC.TO|Technology|Toronto|Canada
0|+|STC.V|Technology|TSXV|Canada
0|+|SEPU.L|Technology|LSE|United Kingdom
0|+|5388.TW|Technology|Taiwan|Taiwan
0|+|S4K.DE|Technology|XETRA|Germany
0|+|SHOR|Technology|NasdaqGS|United States
0|+|SHYAMTEL.NS|Technology|NSE|India
0|+|SW.TO|Technology|Toronto|Canada
0|+|2000.HK|Technology|HKSE|Hong Kong
0|+|SMRN|Technology|Other OTC|United States
0|+|SMAQ-B.ST|Technology|Stockholm|Sweden
0|+|SMARTLINK.BO|Technology|BSE|India
0|+|SMARTLINK.NS|Technology|NSE|India
0|+|SRT.L|Technology|LSE|United Kingdom
0|+|SONS|Technology|NasdaqGS|United States
0|+|SPICEMOBI.NS|Technology|NSE|India
0|+|STAR.L|Technology|LSE|Channel Islands
0|+|2496.TW|Technology|Taiwan|Taiwan
0|+|TAGM-B.ST|Technology|Stockholm|Sweden
0|+|500.SI|Technology|SES|Singapore
0|+|TNTELE.BO|Technology|BSE|India
0|+|TNTELE.NS|Technology|NSE|India
0|+|2618.HK|Technology|HKSE|China
0|+|TCCO|Technology|NasdaqCM|United States
0|+|2321.TW|Technology|Taiwan|Taiwan
0|+|MLTED.PA|Technology|Paris|France
0|+|8051.HK|Technology|HKSE|Hong Kong
0|+|TLI.DE|Technology|XETRA|Germany
0|+|TSTC|Technology|Other OTC|China
0|+|TCM.L|Technology|LSE|United Kingdom
0|+|TLA.DE|Technology|XETRA|Canada
0|+|TEVE|Technology|Other OTC|United States
0|+|TESS|Technology|NasdaqGS|United States
0|+|XCT.TO|Technology|Toronto|Canada
0|+|TONN.PA|Technology|Paris|France
0|+|TTZ.V|Technology|TSXV|Canada
0|+|HEAR|Technology|NasdaqGM|United States
0|+|UHLN|Technology|Other OTC|United States
0|+|VTI.V|Technology|TSXV|Canada
0|+|VALIANT.BO|Technology|BSE|India
0|+|VCM.TO|Technology|Toronto|Canada
0|+|VSAT|Technology|NasdaqGS|United States
0|+|VIAV|Technology|NasdaqGS|United States
0|+|VIAV|Technology|NasdaqGS|United States
0|+|VRX.TO|Technology|Toronto|Canada
0|+|VLK.L|Technology|LSE|United Kingdom
0|+|VTC.L|Technology|LSE|United Kingdom
0|+|VCRA|Technology|NYSE|United States
0|+|VOC.AX|Technology|ASX|Australia
0|+|8033.HK|Technology|HKSE|Macau
0|+|0303.HK|Technology|HKSE|Hong Kong
0|+|1013.HK|Technology|HKSE|Hong Kong
0|+|WAL.AX|Technology|ASX|Australia
0|+|WSTL|Technology|NasdaqGS|United States
0|+|3419.TW|Technology|Taiwan|Taiwan
0|+|WIN.TO|Technology|Toronto|Canada
0|+|YTY.V|Technology|TSXV|United States
0|+|WTT|Technology|NYSE MKT|United States
0|+|6285.TW|Technology|Taiwan|Taiwan
0|+|WMC.AX|Technology|ASX|Australia
0|+|WSGI|Technology|Other OTC|United States
0|+|8227.HK|Technology|HKSE|China
0|+|6131.TW|Technology|Taiwan|Taiwan
0|+|ZENT.BR|Technology|Brussels|Belgium
0|+|ZHNE|Technology|NasdaqCM|United States
0|+|2485.TW|Technology|Taiwan|Taiwan
0|+|ZOOM|Technology|Other OTC|China
0|+|ZSTN|Technology|Other OTC|China
0|+|FZM.DE|Technology|XETRA|China
0|+|0763.HK|Technology|HKSE|China
0|+|3704.TW|Technology|Taiwan|Taiwan
0|+|TDCP|Technology|Other OTC|United States
0|+|TDCP|Technology|Other OTC|United States
0|+|INFN|Technology|NasdaqGS|United States
0|+|BLOX|Technology|NYSE|United States
0|+|IFON|Technology|NasdaqCM|United States
0|+|ACC.L|Technology|LSE|United Kingdom
0|+|2353.TW|Technology|Taiwan|Taiwan
0|+|6166.TW|Technology|Taiwan|Taiwan
0|+|2395.TW|Technology|Taiwan|Taiwan
0|+|ACIASIA.BO|Technology|BSE|India
0|+|ANOT.ST|Technology|Stockholm|Sweden
0|+|3046.TW|Technology|Taiwan|Taiwan
0|+|AQER.ST|Technology|Stockholm|Sweden
0|+|6289.TW|Technology|Taiwan|Taiwan
0|+|3017.TW|Technology|Taiwan|Taiwan
0|+|3515.TW|Technology|Taiwan|Taiwan
0|+|9912.TW|Technology|Taiwan|Taiwan
0|+|2357.TW|Technology|Taiwan|Taiwan
0|+|6277.TW|Technology|Taiwan|Taiwan
0|+|8072.TW|Technology|Taiwan|Taiwan
0|+|2417.TW|Technology|Taiwan|Taiwan
0|+|2380.TW|Technology|Taiwan|Taiwan
0|+|6172.TW|Technology|Taiwan|Taiwan
0|+|2399.TW|Technology|Taiwan|Taiwan
0|+|9105.TW|Technology|Taiwan|Thailand
0|+|2474.TW|Technology|Taiwan|Taiwan
0|+|CEREBRAINT.NS|Technology|NSE|India
0|+|2425.TW|Technology|Taiwan|Taiwan
0|+|3013.TW|Technology|Taiwan|Taiwan
0|+|2385.TW|Technology|Taiwan|Taiwan
0|+|1129.HK|Technology|HKSE|Hong Kong
0|+|CIB.PA|Technology|Paris|France
0|+|2362.TW|Technology|Taiwan|Taiwan
0|+|2324.TW|Technology|Taiwan|Taiwan
0|+|3032.TW|Technology|Taiwan|Taiwan
0|+|CCUR|Technology|NasdaqGM|United States
0|+|CNC.L|Technology|LSE|United Kingdom
0|+|C76.SI|Technology|SES|Singapore
0|+|DAKT|Technology|NasdaqGS|United States
0|+|8163.TW|Technology|Taiwan|Taiwan
0|+|2397.TW|Technology|Taiwan|Taiwan
0|+|0907.HK|Technology|HKSE|Hong Kong
0|+|2331.TW|Technology|Taiwan|Taiwan
0|+|2438.TW|Technology|Taiwan|Taiwan
0|+|ETH.MI|Technology|Milan|Italy
0|+|2308.HK|Technology|HKSE|China
0|+|3535.TW|Technology|Taiwan|Taiwan
0|+|3701.TW|Technology|Taiwan|Taiwan
0|+|2468.TW|Technology|Taiwan|Taiwan
0|+|2354.TW|Technology|Taiwan|Taiwan
0|+|3557.TW|Technology|Taiwan|Taiwan
0|+|6128.TW|Technology|Taiwan|Taiwan
0|+|3406.TW|Technology|Taiwan|Taiwan
0|+|3005.TW|Technology|Taiwan|Taiwan
0|+|8105.TW|Technology|Taiwan|Taiwan
0|+|2376.TW|Technology|Taiwan|Taiwan
0|+|2406.TW|Technology|Taiwan|Taiwan
0|+|8159.HK|Technology|HKSE|Hong Kong
0|+|0186.HK|Technology|HKSE|Hong Kong
0|+|GUI.PA|Technology|Paris|France
0|+|6116.TW|Technology|Taiwan|Taiwan
0|+|HCL-INSYS.NS|Technology|NSE|India
0|+|0859.HK|Technology|HKSE|Hong Kong
0|+|HPQ.MX|Technology|Mexico|United States
0|+|3494.TW|Technology|Taiwan|Taiwan
0|+|2348.TW|Technology|Taiwan|Taiwan
0|+|HPQB34F.SA|Technology|Sao Paolo|United States
0|+|IT.TO|Technology|Toronto|Canada
0|+|INTEK.AT|Technology|Athens|Greece
0|+|3022.TW|Technology|Taiwan|Taiwan
0|+|IGOI|Technology|Other OTC|United States
0|+|6117.TW|Technology|Taiwan|Taiwan
0|+|IDM.BO|Technology|BSE|India
0|+|2356.TW|Technology|Taiwan|Taiwan
0|+|ISL.L|Technology|LSE|United Kingdom
0|+|6197.TW|Technology|Taiwan|Taiwan
0|+|JLT.ST|Technology|Stockholm|Sweden
0|+|3336.HK|Technology|HKSE|Hong Kong
0|+|9136.TW|Technology|Taiwan|Hong Kong
0|+|0663.HK|Technology|HKSE|Hong Kong
0|+|2312.TW|Technology|Taiwan|Taiwan
0|+|KBC.DE|Technology|XETRA|Germany
0|+|2365.TW|Technology|Taiwan|Taiwan
0|+|2465.TW|Technology|Taiwan|Taiwan
0|+|LHL.DE|Technology|XETRA|China
0|+|LHL1.DE|Technology|XETRA|China
0|+|0992.HK|Technology|HKSE|China
0|+|LXK|Technology|NYSE|United States
0|+|2301.TW|Technology|Taiwan|Taiwan
0|+|ALLOG.PA|Technology|Paris|France
0|+|LTEC.DE|Technology|XETRA|Switzerland
0|+|MCZ.TO|Technology|Toronto|United States
0|+|2377.TW|Technology|Taiwan|Taiwan
0|+|2305.TW|Technology|Taiwan|Taiwan
0|+|MUB.DE|Technology|XETRA|Germany
0|+|MULQ.ST|Technology|Stockholm|Sweden
0|+|OLI.MI|Technology|Milan|Italy
0|+|8248.HK|Technology|HKSE|Hong Kong
0|+|PLAIS.AT|Technology|Athens|Greece
0|+|8236.HK|Technology|HKSE|China
0|+|P12.SI|Technology|SES|Singapore
0|+|2352.TW|Technology|Taiwan|Taiwan
0|+|0243.HK|Technology|HKSE|Hong Kong
0|+|2382.TW|Technology|Taiwan|Taiwan
0|+|QXT.L|Technology|LSE|United Kingdom
0|+|RSYS|Technology|NasdaqGS|United States
0|+|RICOHQ.BO|Technology|BSE|India
0|+|RKUS|Technology|NYSE|United States
0|+|SDON|Technology|Other OTC|United States
0|+|MLSMP.PA|Technology|Paris|Italy
0|+|SIO.V|Technology|TSXV|Canada
0|+|8286.HK|Technology|HKSE|China
0|+|2405.TW|Technology|Taiwan|Taiwan
0|+|SSNI|Technology|NYSE|United States
0|+|SYR-H.V|Technology|TSXV|Canada
0|+|SMA.TO|Technology|Toronto|Canada
0|+|1471.TW|Technology|Taiwan|Taiwan
0|+|2480.TW|Technology|Taiwan|Taiwan
0|+|0125.HK|Technology|HKSE|Hong Kong
0|+|2382.HK|Technology|HKSE|China
0|+|2387.TW|Technology|Taiwan|Taiwan
0|+|2347.TW|Technology|Taiwan|Taiwan
0|+|8083.HK|Technology|HKSE|Hong Kong
